havent,45.49466807129249
politics news,45.324769684853045
15,44.689145374839775
candidates,44.34575121674834
league,43.65716172687896
hillary,42.98876817882985
date,42.74614276685338
funny sarcasm,42.70820026790619
minutes,42.6985565930524
dont know,42.06455100177861
blogger,40.91316967255521
looks like,39.60896421736335
social media,37.11032807343381
donald trump,35.90045837909277
wordpress,35.45680952896498
pictures,34.833287982351514
android,32.9917694420183
longreads,29.743209734809376
tech longreads,28.902179874019378
funnypictures,24.042103797933272
funnytweets,22.162560881078225
funnypictures funnytweets,21.620051840612643
funnytweets humor,21.620051840612643
pict,19.985859836933326
pict funnypictures,18.80534642207704
